"Usuario";"Practica";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_t";"KU_t";"TA_t";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_ ";"KU_ ";"TA_ ";"KD_u";"KU_u";"TA_u";"KD_n";"KU_n";"TA_n";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_p";"KU_p";"TA_p";"KD_r";"KU_r";"TA_r";"KD_u";"KU_u";"TA_u";"KD_e";"KU_e";"TA_e";"KD_b";"KU_b";"TA_b";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_d";"KU_d";"TA_d";"KD_e";"KU_e";"TA_e";"KD_ ";"KU_ ";"TA_ ";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_c";"KU_c";"TA_c";"KD_r";"KU_r";"TA_r";"KD_i";"KU_i";"TA_i";"KD_t";"KU_t";"TA_t";"KD_u";"KU_u";"TA_u";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_,";"KU_,";"TA_,";"KD_ ";"KU_ ";"TA_ ";"KD_i";"KU_i";"TA_i";"KD_n";"KU_n";"TA_n";"KD_g";"KU_g";"TA_g";"KD_r";"KU_r";"TA_r";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_1";"KU_1";"TA_1";"KD_7";"KU_7";"TA_7";"KD_6";"KU_6";"TA_6";"KD_.";"KU_.";"TA_.";"KD_5";"KU_5";"TA_5";"KD_4";"KU_4";"TA_4";"KD_ ";"KU_ ";"TA_ ";"KD_l";"KU_l";"TA_l";"KD_u";"KU_u";"TA_u";"KD_e";"KU_e";"TA_e";"KD_g";"KU_g";"TA_g";"KD_o";"KU_o";"TA_o";"KD_ ";"KU_ ";"TA_ ";"KD_o";"KU_o";"TA_o";"KD_t";"KU_t";"TA_t";"KD_r";"KU_r";"TA_r";"KD_o";"KU_o";"TA_o";"KD_ ";"KU_ ";"TA_ ";"KD_c";"KU_c";"TA_c";"KD_o";"KU_o";"TA_o";"KD_m";"KU_m";"TA_m";"KD_o";"KU_o";"TA_o";"KD_ ";"KU_ ";"TA_ ";"KD_9";"KU_9";"TA_9";"KD_8";"KU_8";"TA_8";"KD_7";"KU_7";"TA_7";"KD_.";"KU_.";"TA_.";"KD_1";"KU_1";"TA_1";"KD_5";"KU_5";"TA_5";"KD_,";"KU_,";"TA_,";"KD_ ";"KU_ ";"TA_ ";"KD_a";"KU_a";"TA_a";"KD_h";"KU_h";"TA_h";"KD_o";"KU_o";"TA_o";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_s";"KU_s";"TA_s";"KD_e";"KU_e";"TA_e";"KD_g";"KU_g";"TA_g";"KD_u";"KU_u";"TA_u";"KD_i";"KU_i";"TA_i";"KD_m";"KU_m";"TA_m";"KD_o";"KU_o";"TA_o";"KD_s";"KU_s";"TA_s";"KD_ ";"KU_ ";"TA_ ";"KD_p";"KU_p";"TA_p";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_i";"KU_i";"TA_i";"KD_n";"KU_n";"TA_n";"KD_t";"KU_t";"TA_t";"KD_e";"KU_e";"TA_e";"KD_n";"KU_n";"TA_n";"KD_t";"KU_t";"TA_t";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_d";"KU_d";"TA_d";"KD_e";"KU_e";"TA_e";"KD_t";"KU_t";"TA_t";"KD_e";"KU_e";"TA_e";"KD_r";"KU_r";"TA_r";"KD_m";"KU_m";"TA_m";"KD_i";"KU_i";"TA_i";"KD_n";"KU_n";"TA_n";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_q";"KU_q";"TA_q";"KD_u";"KU_u";"TA_u";"KD_i";"KU_i";"TA_i";"KD_e";"KU_e";"TA_e";"KD_n";"KU_n";"TA_n";"KD_ ";"KU_ ";"TA_ ";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_ ";"KU_ ";"TA_ ";"KD_l";"KU_l";"TA_l";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_p";"KU_p";"TA_p";"KD_e";"KU_e";"TA_e";"KD_r";"KU_r";"TA_r";"KD_s";"KU_s";"TA_s";"KD_o";"KU_o";"TA_o";"KD_n";"KU_n";"TA_n";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_q";"KU_q";"TA_q";"KD_u";"KU_u";"TA_u";"KD_e";"KU_e";"TA_e";"KD_ ";"KU_ ";"TA_ ";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_c";"KU_c";"TA_c";"KD_r";"KU_r";"TA_r";"KD_i";"KU_i";"TA_i";"KD_b";"KU_b";"TA_b";"KD_e";"KU_e";"TA_e";"KD_.";"KU_.";"TA_.";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_ ";"KU_ ";"TA_ ";"KD_l";"KU_l";"TA_l";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_p";"KU_p";"TA_p";"KD_r";"KU_r";"TA_r";"KD_i";"KU_i";"TA_i";"KD_m";"KU_m";"TA_m";"KD_e";"KU_e";"TA_e";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_c";"KU_c";"TA_c";"KD_a";"KU_a";"TA_a";"KD_p";"KU_p";"TA_p";"KD_t";"KU_t";"TA_t";"KD_u";"KU_u";"TA_u";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_q";"KU_q";"TA_q";"KD_u";"KU_u";"TA_u";"KD_e";"KU_e";"TA_e";"KD_ ";"KU_ ";"TA_ ";"KD_v";"KU_v";"TA_v";"KD_a";"KU_a";"TA_a";"KD_m";"KU_m";"TA_m";"KD_o";"KU_o";"TA_o";"KD_s";"KU_s";"TA_s";"KD_ ";"KU_ ";"TA_ ";"KD_a";"KU_a";"TA_a";"KD_ ";"KU_ ";"TA_ ";"KD_p";"KU_p";"TA_p";"KD_r";"KU_r";"TA_r";"KD_o";"KU_o";"TA_o";"KD_b";"KU_b";"TA_b";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_e";"KU_e";"TA_e";"KD_s";"KU_s";"TA_s";"KD_c";"KU_c";"TA_c";"KD_r";"KU_r";"TA_r";"KD_i";"KU_i";"TA_i";"KD_b";"KU_b";"TA_b";"KD_i";"KU_i";"TA_i";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_1";"KU_1";"TA_1";"KD_9";"KU_9";"TA_9";"KD_7";"KU_7";"TA_7";"KD_3";"KU_3";"TA_3";"KD_.";"KU_.";"TA_.";"KD_0";"KU_0";"TA_0";"KD_4";"KU_4";"TA_4";"KD_ ";"KU_ ";"TA_ ";"KD_j";"KU_j";"TA_j";"KD_u";"KU_u";"TA_u";"KD_n";"KU_n";"TA_n";"KD_t";"KU_t";"TA_t";"KD_o";"KU_o";"TA_o";"KD_ ";"KU_ ";"TA_ ";"KD_c";"KU_c";"TA_c";"KD_o";"KU_o";"TA_o";"KD_n";"KU_n";"TA_n";"KD_ ";"KU_ ";"TA_ ";"KD_6";"KU_6";"TA_6";"KD_5";"KU_5";"TA_5";"KD_4";"KU_4";"TA_4";"KD_.";"KU_.";"TA_.";"KD_5";"KU_5";"TA_5";"KD_3";"KU_3";"TA_3";"KD_ ";"KU_ ";"TA_ ";"KD_t";"KU_t";"TA_t";"KD_r";"KU_r";"TA_r";"KD_a";"KU_a";"TA_a";"KD_t";"KU_t";"TA_t";"KD_a";"KU_a";"TA_a";"KD_n";"KU_n";"TA_n";"KD_d";"KU_d";"TA_d";"KD_o";"KU_o";"TA_o";"KD_ ";"KU_ ";"TA_ ";"KD_d";"KU_d";"TA_d";"KD_e";"KU_e";"TA_e";"KD_ ";"KU_ ";"TA_ ";"KD_v";"KU_v";"TA_v";"KD_a";"KU_a";"TA_a";"KD_l";"KU_l";"TA_l";"KD_i";"KU_i";"TA_i";"KD_d";"KU_d";"TA_d";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_ ";"KU_ ";"TA_ ";"KD_a";"KU_a";"TA_a";"KD_l";"KU_l";"TA_l";"KD_ ";"KU_ ";"TA_ ";"KD_u";"KU_u";"TA_u";"KD_s";"KU_s";"TA_s";"KD_u";"KU_u";"TA_u";"KD_a";"KU_a";"TA_a";"KD_r";"KU_r";"TA_r";"KD_i";"KU_i";"TA_i";"KD_o";"KU_o";"TA_o";"KD_.";"KU_.";"TA_."
"1";"1";"572";"650";"426";"986";"1066";"858";"1515";"1563";"1434";"2570";"2635";"2412";"3002";"3066";"2890";"4716";"4810";"4559";"6282";"6394";"6012";"9258";"9355";"8955";"10906";"10986";"10812";"11642";"11706";"11530";"12282";"12394";"12091";"17100";"17179";"15466";"18844";"18924";"18700";"20139";"20218";"20012";"20666";"20763";"20555";"21789";"21883";"21658";"23867";"23930";"23691";"24637";"24731";"24476";"25082";"25162";"24939";"25404";"25483";"25274";"26348";"26427";"26221";"26829";"26908";"26704";"29578";"29675";"29485";"29885";"29981";"29804";"33337";"33417";"33177";"34490";"34586";"34299";"35514";"35577";"35370";"36138";"36217";"36041";"36394";"36521";"36265";"37468";"37545";"37275";"38986";"39081";"38665";"43545";"43644";"41612";"44699";"44777";"44556";"45113";"45209";"45018";"47561";"47673";"47115";"49434";"49497";"49321";"49834";"49897";"49706";"50794";"50874";"50618";"51194";"51273";"51098";"4559";"4559";"4188";"15466";"15466";"14442";"8572";"8572";"8314";"13994";"13994";"13517";"28155";"28155";"27964";"41259";"41259";"41036";"46634";"46634";"46378";"52362";"52362";"51979";"41483";"41483";"41259";"7050";"7050";"6282";"14314";"14314";"13994";"40250";"40250";"38986";"41036";"41036";"40794";"47115";"47115";"46906";"8955";"8955";"8859";"41612";"41612";"41483";"46378";"46378";"46219";"8859";"8859";"8572";"14442";"14442";"14314";"46219";"46219";"45980";"46906";"46906";"46634";"8314";"8314";"7962";"45980";"45980";"45113";"7962";"7962";"7050";"13517";"13517";"13293";"40794";"40794";"40425";"13293";"13293";"13002";"13002";"13002";"12282";"40425";"40425";"40250";"426";"571";"330";"1434";"1595";"1338";"2412";"2586";"2347";"4188";"4346";"4123";"5914";"6075";"5834";"17546";"17706";"17100";"18700";"18843";"18570";"20330";"20474";"20250";"20555";"20698";"20442";"21530";"21706";"21452";"23562";"23739";"23467";"25274";"25451";"25211";"26221";"26363";"26123";"29804";"29947";"29723";"33177";"33321";"33081";"33610";"33770";"33499";"34299";"34474";"34235";"35705";"35865";"35609";"36265";"36425";"36138";"37099";"37258";"37019";"48681";"48809";"48586";"48986";"49145";"48890";"50026";"50202";"49962";"50473";"50651";"50363";"51001";"51129";"50794";"51739";"51897";"51625";"2347";"2442";"2155";"27787";"27867";"27629";"37019";"37114";"36891";"38459";"38521";"38313";"3483";"3563";"3290";"11786";"11913";"11642";"27391";"27467";"27147";"33499";"33626";"33337";"38025";"38121";"37817";"44890";"45002";"44699";"2698";"2778";"2570";"21949";"22042";"21789";"49242";"49337";"49114";"49513";"49609";"49434";"50363";"50489";"50266";"0";"43";"0";"714";"778";"572";"2155";"2219";"2059";"2890";"2954";"2698";"3130";"3194";"3002";"5644";"5753";"5581";"10475";"10554";"10267";"19212";"19291";"19050";"21132";"21274";"21034";"22138";"22237";"21949";"22522";"22698";"22330";"24331";"24457";"24202";"24763";"24826";"24637";"25628";"25755";"25501";"26704";"26811";"26586";"26972";"27050";"26829";"27964";"28042";"27787";"29340";"29403";"28155";"32937";"33049";"32793";"35370";"35481";"35274";"37657";"37722";"37468";"49706";"49801";"49513";"5370";"5450";"4986";"10714";"10778";"10475";"19388";"19499";"19212";"17738";"17834";"17546";"3755";"3834";"3674";"4891";"4970";"4716";"19564";"19643";"19468";"20827";"20955";"20666";"23293";"23356";"23146";"24202";"24314";"24124";"27629";"27738";"27546";"32074";"32170";"30203";"38313";"38377";"38217";"38553";"38633";"38459";"50266";"50362";"50154";"51946";"52042";"51866";"43835";"43962";"43545";"9931";"10074";"9258";"25211";"25322";"25082";"29723";"29819";"29578";"50154";"50297";"50026";"51098";"51177";"51001";"12010";"12091";"11882";"19788";"19883";"19564";"23146";"23243";"22653";"32793";"32889";"32074";"35833";"35945";"35705";"1338";"1418";"1146";"4986";"5098";"4891";"20923";"21018";"20827";"21244";"21357";"21132";"23467";"23579";"23293";"24476";"24587";"24331";"26123";"26237";"25997";"44267";"44362";"44073";"45018";"45129";"44937";"49114";"49209";"48986";"10812";"10875";"10714";"11117";"11195";"10906";"11530";"11595";"11434";"11882";"11978";"11786";"12091";"12202";"12010";"18269";"18379";"17738";"19914";"20012";"19788";"25997";"26042";"25901";"35961";"36073";"35833";"36891";"36970";"36777";"44556";"44634";"44474";"44937";"45049";"44890";"49321";"49401";"49242";"51979";"52137";"51946";"1674";"1787";"1515";"20250";"20362";"20139";"25501";"25611";"25404";"30011";"30106";"29885";"33802";"33897";"33610";"36601";"36697";"36394";"24042";"24189";"23867";"26506";"26634";"26348";"35177";"35321";"34490";"1899";"2011";"1674";"3674";"3755";"3483";"4123";"4235";"3997";"5581";"5707";"5370";"6012";"6122";"5914";"11434";"11514";"11276";"18570";"18731";"18269";"20442";"20586";"20330";"21658";"21757";"21530";"22653";"22763";"22522";"23691";"23820";"23562";"25708";"25803";"25628";"27546";"27629";"27391";"30203";"30318";"30011";"33081";"33241";"32937";"34235";"34345";"34121";"36777";"36841";"36601";"37275";"37386";"37099";"38217";"38297";"38025";"38665";"38746";"38553";"48586";"48713";"48409";"50618";"50729";"50473";"51866";"51979";"51739";"157";"237";"0";"858";"970";"714";"3290";"3371";"3130";"5834";"6011";"5644";"19050";"19114";"18844";"20012";"20106";"19914";"24939";"25050";"24763";"25901";"26011";"25708";"27147";"27261";"26972";"29485";"29578";"29340";"36041";"36121";"35961";"37817";"37915";"37657";"51545";"51641";"51402";"330";"458";"157";"3915";"3997";"3755";"11276";"11323";"11117";"21034";"21163";"20923";"21452";"21546";"21244";"22330";"22538";"22138";"34010";"34089";"33802";"44474";"44555";"44267";"48409";"48457";"47561";"48890";"49017";"48681";"1146";"1226";"986";"2059";"2155";"1899";"3997";"4092";"3915";"10267";"10363";"9931";"19468";"19594";"19388";"24124";"24251";"24042";"26586";"26683";"26506";"34121";"34234";"34010";"35274";"35353";"35177";"44073";"44137";"43835";"51402";"51481";"51194";"51625";"51737";"51545";"35609";"35737";"35514";"49962";"50073";"49834"
"1";"2";"496";"576";"400";"1552";"1664";"738";"3137";"3216";"3024";"4145";"4256";"3984";"4625";"4721";"4497";"6225";"6320";"6096";"8880";"9008";"8611";"10945";"11056";"10561";"12624";"12704";"12496";"13424";"13536";"13312";"14145";"14241";"14001";"17361";"17441";"17090";"18177";"18244";"18064";"19714";"19796";"19589";"20369";"20497";"20258";"21569";"21648";"21425";"23059";"23122";"22882";"23778";"23841";"23635";"24209";"24288";"24050";"24513";"24593";"24402";"25474";"25556";"25328";"25985";"26036";"25845";"29506";"29586";"29411";"29826";"29922";"29731";"30978";"31073";"30816";"32162";"32241";"32017";"32690";"32769";"32532";"33396";"33489";"33301";"33682";"33761";"33538";"34611";"34674";"34481";"36273";"36353";"35875";"38849";"38992";"38353";"40097";"40161";"39971";"40498";"40593";"40403";"43106";"43248";"42818";"44788";"44866";"44691";"45203";"45250";"45073";"46129";"46209";"45985";"46548";"46641";"46433";"6096";"6096";"5872";"17090";"17090";"16114";"10192";"10192";"9952";"15713";"15713";"15442";"28194";"28194";"28053";"37826";"37826";"37474";"42354";"42354";"42113";"48130";"48130";"47825";"38179";"38179";"37826";"9457";"9457";"8880";"15968";"15968";"15713";"36754";"36754";"36273";"37474";"37474";"37200";"42818";"42818";"42611";"10561";"10561";"10464";"38353";"38353";"38179";"42113";"42113";"41954";"10464";"10464";"10192";"16114";"16114";"15968";"41954";"41954";"41744";"42611";"42611";"42354";"9952";"9952";"9712";"41744";"41744";"40498";"9712";"9712";"9457";"15442";"15442";"15249";"37200";"37200";"36993";"15249";"15249";"14960";"14960";"14960";"14145";"36993";"36993";"36754";"400";"528";"321";"3024";"3184";"2945";"3984";"4176";"3889";"5872";"6016";"5792";"8528";"8720";"8432";"17552";"17697";"17361";"18064";"18243";"17968";"20033";"20209";"19969";"20258";"20416";"20162";"21297";"21457";"21201";"22788";"22945";"22689";"24402";"24560";"24322";"25328";"25473";"25233";"29731";"29890";"29650";"30816";"30961";"30706";"31282";"31425";"31201";"32017";"32177";"31938";"32931";"33089";"32833";"33538";"33713";"33396";"34323";"34513";"34227";"43859";"44066";"43729";"44305";"44453";"44193";"45395";"45554";"45315";"45826";"46017";"45729";"46321";"46480";"46129";"47522";"47683";"47425";"3889";"4016";"3697";"27824";"27937";"27539";"34227";"34338";"34082";"35634";"35715";"35476";"5152";"5248";"4945";"13680";"13808";"13424";"26993";"27121";"26279";"31201";"31297";"30978";"35184";"35296";"34944";"40257";"40369";"40097";"4304";"4400";"4145";"21713";"21808";"21569";"44626";"44705";"44454";"44897";"44994";"44788";"45729";"45857";"45602";"0";"32";"0";"641";"672";"496";"3697";"3776";"3570";"4497";"4576";"4304";"4785";"4864";"4625";"6897";"7040";"6848";"12161";"12224";"11953";"18513";"18594";"18337";"20897";"21011";"20801";"21904";"22000";"21713";"22178";"22304";"22081";"23491";"23618";"23381";"23906";"23954";"23778";"24724";"24835";"24608";"25845";"25937";"25745";"26100";"26162";"25985";"28053";"28130";"27824";"29250";"29314";"28194";"30562";"30705";"30450";"32532";"32642";"32498";"34771";"34849";"34611";"45073";"45170";"44897";"6640";"6720";"6465";"12400";"12480";"12161";"18705";"18834";"18513";"17712";"17824";"17552";"5426";"5504";"5329";"6417";"6496";"6225";"18931";"19025";"18834";"20513";"20642";"20369";"22513";"22593";"22386";"23381";"23473";"23315";"27539";"27632";"27393";"30242";"30306";"30145";"35476";"35553";"35379";"35716";"35794";"35634";"45602";"45681";"45505";"47746";"47889";"47649";"39313";"39442";"38849";"11745";"11840";"10945";"24322";"24432";"24209";"29650";"29762";"29506";"45505";"45634";"45395";"46433";"46548";"46321";"13904";"14001";"13776";"19346";"19425";"18931";"22386";"22481";"22273";"30450";"30529";"30242";"33057";"33169";"32931";"2945";"3008";"2673";"6465";"6592";"6417";"20673";"20785";"20513";"21011";"21105";"20897";"22689";"22787";"22513";"23635";"23729";"23491";"25233";"25344";"25092";"39748";"39842";"39553";"40403";"40513";"40322";"44454";"44561";"44305";"12496";"12560";"12400";"12848";"12928";"12624";"13312";"13392";"13200";"13776";"13856";"13680";"14001";"14080";"13904";"17841";"17936";"17712";"19474";"19588";"19346";"25092";"25184";"24977";"33201";"33300";"33057";"34082";"34162";"33953";"39971";"40065";"39907";"40322";"40434";"40257";"44691";"44787";"44626";"47825";"47937";"47746";"3265";"3360";"3137";"19969";"20065";"19714";"24608";"24706";"24513";"29969";"30049";"29826";"31457";"31552";"31282";"33810";"33905";"33682";"23234";"23380";"23059";"25666";"25794";"25474";"32385";"32531";"32162";"3473";"3569";"3265";"5329";"5425";"5152";"5792";"5904";"5680";"6848";"6960";"6640";"8611";"8752";"8528";"13200";"13280";"13024";"17968";"18096";"17841";"20162";"20289";"20033";"21425";"21537";"21297";"22273";"22386";"22178";"22882";"23009";"22788";"24788";"24882";"24724";"27393";"27489";"26993";"30145";"30241";"29969";"30706";"30832";"30562";"31938";"32048";"31842";"33953";"34049";"33810";"34481";"34578";"34323";"35379";"35475";"35184";"35875";"35985";"35716";"43729";"43890";"43536";"45985";"46081";"45826";"47649";"47746";"47522";"144";"224";"0";"738";"880";"641";"4945";"5056";"4785";"8432";"8610";"6897";"18337";"18416";"18177";"19589";"19682";"19474";"24050";"24160";"23906";"24977";"25092";"24788";"26279";"26417";"26100";"29411";"29489";"29250";"33301";"33378";"33201";"34944";"35072";"34771";"47280";"47377";"46784";"321";"432";"144";"5586";"5648";"5426";"13024";"13088";"12848";"20801";"20929";"20673";"21201";"21312";"21011";"22081";"22178";"21904";"31713";"31793";"31457";"39907";"39970";"39748";"43536";"43602";"43106";"44193";"44337";"43859";"2673";"2753";"1552";"3570";"3648";"3473";"5680";"5776";"5586";"11953";"12051";"11745";"18834";"18946";"18705";"23315";"23410";"23234";"25745";"25844";"25666";"31842";"31937";"31713";"32498";"32580";"32385";"39553";"39618";"39313";"46784";"46849";"46548";"47425";"47522";"47280";"32833";"32962";"32690";"45315";"45426";"45203"
"1";"3";"591";"685";"446";"1086";"1181";"992";"2493";"2605";"2301";"3582";"3661";"3422";"4046";"4109";"3903";"5693";"5774";"5517";"7055";"7134";"6765";"9103";"9213";"8767";"11199";"11293";"11092";"11950";"12030";"11855";"12623";"12734";"12445";"16430";"16542";"16191";"17502";"17581";"17389";"19071";"19182";"18958";"19629";"19727";"19537";"20705";"20783";"20589";"22254";"22430";"22047";"24126";"24221";"24015";"24605";"24685";"24479";"24990";"25086";"24895";"25951";"26047";"25839";"26462";"26526";"26334";"29151";"29262";"29039";"29917";"30029";"29757";"30911";"31037";"30882";"32141";"32237";"32031";"32686";"32782";"32494";"33453";"33549";"33341";"33725";"33823";"33581";"34605";"34719";"34479";"36094";"36174";"35889";"38989";"39085";"38077";"39902";"39981";"39792";"40334";"40445";"40206";"43278";"43390";"42479";"44564";"44639";"44462";"44958";"45037";"44829";"45965";"46045";"45789";"46398";"46477";"46253";"5517";"5517";"5325";"16191";"16191";"14686";"8334";"8334";"8078";"14301";"14301";"13839";"27887";"27887";"27709";"37709";"37709";"37437";"41965";"41965";"41662";"47517";"47517";"47149";"37950";"37950";"37709";"7597";"7597";"7055";"14557";"14557";"14301";"36719";"36719";"36094";"37437";"37437";"37151";"42479";"42479";"42269";"8767";"8767";"8656";"38077";"38077";"37950";"41662";"41662";"41486";"8656";"8656";"8334";"14686";"14686";"14557";"41486";"41486";"41234";"42269";"42269";"41965";"8078";"8078";"7870";"41234";"41234";"40334";"7870";"7870";"7597";"13839";"13839";"13597";"37151";"37151";"36944";"13597";"13597";"13341";"13341";"13341";"12623";"36944";"36944";"36719";"446";"590";"335";"2301";"2461";"1886";"3422";"3597";"3325";"5325";"5485";"5229";"6653";"6797";"6605";"16670";"16830";"16430";"17389";"17533";"17309";"19330";"19454";"19232";"19537";"19678";"19423";"20446";"20622";"20367";"21921";"22077";"21825";"24895";"25054";"24815";"25839";"25984";"25741";"29757";"29901";"29597";"30882";"30992";"30766";"31268";"31422";"31167";"32031";"32173";"31953";"32960";"33119";"32816";"33581";"33773";"33453";"34335";"34509";"34239";"43789";"43933";"43709";"44127";"44272";"44045";"45198";"45357";"45118";"45629";"45821";"45533";"46157";"46301";"45965";"46912";"47069";"46831";"3325";"3453";"3134";"27549";"27629";"27405";"34239";"34335";"34080";"35645";"35726";"35501";"4574";"4654";"4369";"12110";"12222";"11950";"27072";"27183";"26845";"31167";"31267";"30911";"35181";"35293";"35006";"40061";"40173";"39902";"3725";"3806";"3582";"20877";"20973";"20705";"44382";"44477";"44273";"44655";"44752";"44564";"45533";"45661";"45421";"0";"45";"0";"814";"894";"591";"3134";"3213";"3022";"3903";"3999";"3725";"4190";"4253";"4046";"6417";"6542";"6351";"10813";"10894";"10621";"17886";"17949";"17694";"20094";"20222";"20002";"21069";"21150";"20877";"21357";"21486";"21246";"23822";"23902";"22800";"24303";"24366";"24126";"25216";"25326";"25071";"26334";"26445";"26255";"26590";"26670";"26462";"27709";"27805";"27549";"28861";"28941";"27887";"30654";"30781";"30574";"32494";"32655";"32464";"34814";"34893";"34605";"44829";"44910";"44655";"6125";"6223";"5933";"11007";"11090";"10813";"18109";"18205";"17886";"17038";"17133";"16670";"4833";"4927";"4767";"5853";"5965";"5693";"18382";"18478";"18222";"19777";"19904";"19629";"21681";"21757";"21555";"22800";"22926";"22638";"27405";"27485";"27309";"30397";"30461";"30269";"35501";"35565";"35405";"35741";"35821";"35645";"45421";"45517";"45309";"47086";"47197";"47025";"39150";"39246";"38989";"10414";"10525";"9103";"24815";"24910";"24605";"29597";"29709";"29151";"45309";"45453";"45198";"46253";"46350";"46157";"12334";"12461";"12189";"18685";"18781";"18382";"21555";"21630";"21455";"30574";"30654";"30397";"33171";"33245";"32960";"1886";"1966";"1262";"5933";"6061";"5853";"19887";"20001";"19777";"20238";"20336";"20094";"21825";"21920";"21681";"24015";"24093";"23822";"25741";"25855";"25581";"39567";"39646";"39358";"40206";"40334";"40125";"44273";"44349";"44127";"11092";"11166";"11007";"11437";"11518";"11199";"11855";"11934";"11759";"12189";"12286";"12110";"12445";"12541";"12334";"17166";"17261";"17038";"18846";"18943";"18685";"25581";"25661";"25486";"33277";"33373";"33171";"34080";"34158";"33999";"39792";"39869";"39711";"40125";"40237";"40061";"44462";"44562";"44382";"47149";"47277";"47086";"2733";"2845";"2493";"19232";"19329";"19071";"25071";"25167";"24990";"30142";"30221";"29917";"31519";"31598";"31268";"33823";"33919";"33725";"22557";"22686";"22254";"26175";"26301";"25951";"32365";"32478";"32141";"2909";"2989";"2733";"4767";"4832";"4574";"5229";"5357";"5086";"6351";"6465";"6125";"6765";"6877";"6653";"11759";"11838";"11600";"17309";"17421";"17166";"19423";"19565";"19330";"20589";"20686";"20446";"21455";"21553";"21357";"22047";"22157";"21921";"25278";"25374";"25216";"27309";"27389";"27072";"30269";"30365";"30142";"30766";"30881";"30654";"31953";"32079";"31854";"33999";"34080";"33823";"34479";"34589";"34335";"35405";"35485";"35181";"35889";"36000";"35741";"43709";"43822";"43534";"45789";"45885";"45629";"47025";"47133";"46912";"141";"238";"0";"992";"1072";"814";"4369";"4465";"4190";"6605";"6733";"6417";"17694";"17774";"17502";"18958";"19071";"18846";"24479";"24573";"24303";"25486";"25597";"25278";"26845";"26941";"26590";"29039";"29134";"28861";"33341";"33422";"33277";"35006";"35102";"34814";"46720";"46814";"46606";"335";"477";"141";"5007";"5054";"4833";"11600";"11646";"11437";"20002";"20142";"19887";"20367";"20478";"20238";"21246";"21341";"21069";"31744";"31806";"31519";"39711";"39791";"39567";"43534";"43598";"43278";"44045";"44158";"43789";"1262";"1341";"1086";"3022";"3101";"2909";"5086";"5181";"5007";"10621";"10735";"10414";"18222";"18365";"18109";"22638";"22752";"22557";"26255";"26334";"26175";"31854";"31952";"31744";"32464";"32558";"32365";"39358";"39438";"39150";"46606";"46686";"46398";"46831";"46942";"46720";"32816";"33007";"32686";"45118";"45246";"44958"
