"Usuario";"Practica";"KD_e";"KU_e";"KD_s";"KU_s";"KD_t";"KU_t";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_e";"KU_e";"KD_s";"KU_s";"KD_ ";"KU_ ";"KD_u";"KU_u";"KD_n";"KU_n";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_p";"KU_p";"KD_r";"KU_r";"KD_u";"KU_u";"KD_e";"KU_e";"KD_b";"KU_b";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_d";"KU_d";"KD_e";"KU_e";"KD_ ";"KU_ ";"KD_e";"KU_e";"KD_s";"KU_s";"KD_c";"KU_c";"KD_r";"KU_r";"KD_i";"KU_i";"KD_t";"KU_t";"KD_u";"KU_u";"KD_r";"KU_r";"KD_a";"KU_a";"KD_,";"KU_,";"KD_ ";"KU_ ";"KD_i";"KU_i";"KD_n";"KU_n";"KD_g";"KU_g";"KD_r";"KU_r";"KD_e";"KU_e";"KD_s";"KU_s";"KD_a";"KU_a";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_1";"KU_1";"KD_7";"KU_7";"KD_6";"KU_6";"KD_.";"KU_.";"KD_5";"KU_5";"KD_4";"KU_4";"KD_ ";"KU_ ";"KD_l";"KU_l";"KD_u";"KU_u";"KD_e";"KU_e";"KD_g";"KU_g";"KD_o";"KU_o";"KD_ ";"KU_ ";"KD_o";"KU_o";"KD_t";"KU_t";"KD_r";"KU_r";"KD_o";"KU_o";"KD_ ";"KU_ ";"KD_c";"KU_c";"KD_o";"KU_o";"KD_m";"KU_m";"KD_o";"KU_o";"KD_ ";"KU_ ";"KD_9";"KU_9";"KD_8";"KU_8";"KD_7";"KU_7";"KD_.";"KU_.";"KD_1";"KU_1";"KD_5";"KU_5";"KD_,";"KU_,";"KD_ ";"KU_ ";"KD_a";"KU_a";"KD_h";"KU_h";"KD_o";"KU_o";"KD_r";"KU_r";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_s";"KU_s";"KD_e";"KU_e";"KD_g";"KU_g";"KD_u";"KU_u";"KD_i";"KU_i";"KD_m";"KU_m";"KD_o";"KU_o";"KD_s";"KU_s";"KD_ ";"KU_ ";"KD_p";"KU_p";"KD_a";"KU_a";"KD_r";"KU_r";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_i";"KU_i";"KD_n";"KU_n";"KD_t";"KU_t";"KD_e";"KU_e";"KD_n";"KU_n";"KD_t";"KU_t";"KD_a";"KU_a";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_d";"KU_d";"KD_e";"KU_e";"KD_t";"KU_t";"KD_e";"KU_e";"KD_r";"KU_r";"KD_m";"KU_m";"KD_i";"KU_i";"KD_n";"KU_n";"KD_a";"KU_a";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_q";"KU_q";"KD_u";"KU_u";"KD_i";"KU_i";"KD_e";"KU_e";"KD_n";"KU_n";"KD_ ";"KU_ ";"KD_e";"KU_e";"KD_s";"KU_s";"KD_ ";"KU_ ";"KD_l";"KU_l";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_p";"KU_p";"KD_e";"KU_e";"KD_r";"KU_r";"KD_s";"KU_s";"KD_o";"KU_o";"KD_n";"KU_n";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_q";"KU_q";"KD_u";"KU_u";"KD_e";"KU_e";"KD_ ";"KU_ ";"KD_e";"KU_e";"KD_s";"KU_s";"KD_c";"KU_c";"KD_r";"KU_r";"KD_i";"KU_i";"KD_b";"KU_b";"KD_e";"KU_e";"KD_.";"KU_.";"KD_e";"KU_e";"KD_s";"KU_s";"KD_ ";"KU_ ";"KD_l";"KU_l";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_p";"KU_p";"KD_r";"KU_r";"KD_i";"KU_i";"KD_m";"KU_m";"KD_e";"KU_e";"KD_r";"KU_r";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_c";"KU_c";"KD_a";"KU_a";"KD_p";"KU_p";"KD_t";"KU_t";"KD_u";"KU_u";"KD_r";"KU_r";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_q";"KU_q";"KD_u";"KU_u";"KD_e";"KU_e";"KD_ ";"KU_ ";"KD_v";"KU_v";"KD_a";"KU_a";"KD_m";"KU_m";"KD_o";"KU_o";"KD_s";"KU_s";"KD_ ";"KU_ ";"KD_a";"KU_a";"KD_ ";"KU_ ";"KD_p";"KU_p";"KD_r";"KU_r";"KD_o";"KU_o";"KD_b";"KU_b";"KD_a";"KU_a";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_e";"KU_e";"KD_s";"KU_s";"KD_c";"KU_c";"KD_r";"KU_r";"KD_i";"KU_i";"KD_b";"KU_b";"KD_i";"KU_i";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_1";"KU_1";"KD_9";"KU_9";"KD_7";"KU_7";"KD_3";"KU_3";"KD_.";"KU_.";"KD_0";"KU_0";"KD_4";"KU_4";"KD_ ";"KU_ ";"KD_j";"KU_j";"KD_u";"KU_u";"KD_n";"KU_n";"KD_t";"KU_t";"KD_o";"KU_o";"KD_ ";"KU_ ";"KD_c";"KU_c";"KD_o";"KU_o";"KD_n";"KU_n";"KD_ ";"KU_ ";"KD_6";"KU_6";"KD_5";"KU_5";"KD_4";"KU_4";"KD_.";"KU_.";"KD_5";"KU_5";"KD_3";"KU_3";"KD_ ";"KU_ ";"KD_t";"KU_t";"KD_r";"KU_r";"KD_a";"KU_a";"KD_t";"KU_t";"KD_a";"KU_a";"KD_n";"KU_n";"KD_d";"KU_d";"KD_o";"KU_o";"KD_ ";"KU_ ";"KD_d";"KU_d";"KD_e";"KU_e";"KD_ ";"KU_ ";"KD_v";"KU_v";"KD_a";"KU_a";"KD_l";"KU_l";"KD_i";"KU_i";"KD_d";"KU_d";"KD_a";"KU_a";"KD_r";"KU_r";"KD_ ";"KU_ ";"KD_a";"KU_a";"KD_l";"KU_l";"KD_ ";"KU_ ";"KD_u";"KU_u";"KD_s";"KU_s";"KD_u";"KU_u";"KD_a";"KU_a";"KD_r";"KU_r";"KD_i";"KU_i";"KD_o";"KU_o";"KD_.";"KU_."
"1";"1";"572";"650";"986";"1066";"1515";"1563";"2570";"2635";"3002";"3066";"4716";"4810";"6282";"6394";"9258";"9355";"10906";"10986";"11642";"11706";"12282";"12394";"17100";"17179";"18844";"18924";"20139";"20218";"20666";"20763";"21789";"21883";"23867";"23930";"24637";"24731";"25082";"25162";"25404";"25483";"26348";"26427";"26829";"26908";"29578";"29675";"29885";"29981";"33337";"33417";"34490";"34586";"35514";"35577";"36138";"36217";"36394";"36521";"37468";"37545";"38986";"39081";"43545";"43644";"44699";"44777";"45113";"45209";"47561";"47673";"49434";"49497";"49834";"49897";"50794";"50874";"51194";"51273";"4559";"4559";"15466";"15466";"8572";"8572";"13994";"13994";"28155";"28155";"41259";"41259";"46634";"46634";"52362";"52362";"41483";"41483";"7050";"7050";"14314";"14314";"40250";"40250";"41036";"41036";"47115";"47115";"8955";"8955";"41612";"41612";"46378";"46378";"8859";"8859";"14442";"14442";"46219";"46219";"46906";"46906";"8314";"8314";"45980";"45980";"7962";"7962";"13517";"13517";"40794";"40794";"13293";"13293";"13002";"13002";"40425";"40425";"426";"571";"1434";"1595";"2412";"2586";"4188";"4346";"5914";"6075";"17546";"17706";"18700";"18843";"20330";"20474";"20555";"20698";"21530";"21706";"23562";"23739";"25274";"25451";"26221";"26363";"29804";"29947";"33177";"33321";"33610";"33770";"34299";"34474";"35705";"35865";"36265";"36425";"37099";"37258";"48681";"48809";"48986";"49145";"50026";"50202";"50473";"50651";"51001";"51129";"51739";"51897";"2347";"2442";"27787";"27867";"37019";"37114";"38459";"38521";"3483";"3563";"11786";"11913";"27391";"27467";"33499";"33626";"38025";"38121";"44890";"45002";"2698";"2778";"21949";"22042";"49242";"49337";"49513";"49609";"50363";"50489";"0";"43";"714";"778";"2155";"2219";"2890";"2954";"3130";"3194";"5644";"5753";"10475";"10554";"19212";"19291";"21132";"21274";"22138";"22237";"22522";"22698";"24331";"24457";"24763";"24826";"25628";"25755";"26704";"26811";"26972";"27050";"27964";"28042";"29340";"29403";"32937";"33049";"35370";"35481";"37657";"37722";"49706";"49801";"5370";"5450";"10714";"10778";"19388";"19499";"17738";"17834";"3755";"3834";"4891";"4970";"19564";"19643";"20827";"20955";"23293";"23356";"24202";"24314";"27629";"27738";"32074";"32170";"38313";"38377";"38553";"38633";"50266";"50362";"51946";"52042";"43835";"43962";"9931";"10074";"25211";"25322";"29723";"29819";"50154";"50297";"51098";"51177";"12010";"12091";"19788";"19883";"23146";"23243";"32793";"32889";"35833";"35945";"1338";"1418";"4986";"5098";"20923";"21018";"21244";"21357";"23467";"23579";"24476";"24587";"26123";"26237";"44267";"44362";"45018";"45129";"49114";"49209";"10812";"10875";"11117";"11195";"11530";"11595";"11882";"11978";"12091";"12202";"18269";"18379";"19914";"20012";"25997";"26042";"35961";"36073";"36891";"36970";"44556";"44634";"44937";"45049";"49321";"49401";"51979";"52137";"1674";"1787";"20250";"20362";"25501";"25611";"30011";"30106";"33802";"33897";"36601";"36697";"24042";"24189";"26506";"26634";"35177";"35321";"1899";"2011";"3674";"3755";"4123";"4235";"5581";"5707";"6012";"6122";"11434";"11514";"18570";"18731";"20442";"20586";"21658";"21757";"22653";"22763";"23691";"23820";"25708";"25803";"27546";"27629";"30203";"30318";"33081";"33241";"34235";"34345";"36777";"36841";"37275";"37386";"38217";"38297";"38665";"38746";"48586";"48713";"50618";"50729";"51866";"51979";"157";"237";"858";"970";"3290";"3371";"5834";"6011";"19050";"19114";"20012";"20106";"24939";"25050";"25901";"26011";"27147";"27261";"29485";"29578";"36041";"36121";"37817";"37915";"51545";"51641";"330";"458";"3915";"3997";"11276";"11323";"21034";"21163";"21452";"21546";"22330";"22538";"34010";"34089";"44474";"44555";"48409";"48457";"48890";"49017";"1146";"1226";"2059";"2155";"3997";"4092";"10267";"10363";"19468";"19594";"24124";"24251";"26586";"26683";"34121";"34234";"35274";"35353";"44073";"44137";"51402";"51481";"51625";"51737";"35609";"35737";"49962";"50073"
"1";"2";"496";"576";"1552";"1664";"3137";"3216";"4145";"4256";"4625";"4721";"6225";"6320";"8880";"9008";"10945";"11056";"12624";"12704";"13424";"13536";"14145";"14241";"17361";"17441";"18177";"18244";"19714";"19796";"20369";"20497";"21569";"21648";"23059";"23122";"23778";"23841";"24209";"24288";"24513";"24593";"25474";"25556";"25985";"26036";"29506";"29586";"29826";"29922";"30978";"31073";"32162";"32241";"32690";"32769";"33396";"33489";"33682";"33761";"34611";"34674";"36273";"36353";"38849";"38992";"40097";"40161";"40498";"40593";"43106";"43248";"44788";"44866";"45203";"45250";"46129";"46209";"46548";"46641";"6096";"6096";"17090";"17090";"10192";"10192";"15713";"15713";"28194";"28194";"37826";"37826";"42354";"42354";"48130";"48130";"38179";"38179";"9457";"9457";"15968";"15968";"36754";"36754";"37474";"37474";"42818";"42818";"10561";"10561";"38353";"38353";"42113";"42113";"10464";"10464";"16114";"16114";"41954";"41954";"42611";"42611";"9952";"9952";"41744";"41744";"9712";"9712";"15442";"15442";"37200";"37200";"15249";"15249";"14960";"14960";"36993";"36993";"400";"528";"3024";"3184";"3984";"4176";"5872";"6016";"8528";"8720";"17552";"17697";"18064";"18243";"20033";"20209";"20258";"20416";"21297";"21457";"22788";"22945";"24402";"24560";"25328";"25473";"29731";"29890";"30816";"30961";"31282";"31425";"32017";"32177";"32931";"33089";"33538";"33713";"34323";"34513";"43859";"44066";"44305";"44453";"45395";"45554";"45826";"46017";"46321";"46480";"47522";"47683";"3889";"4016";"27824";"27937";"34227";"34338";"35634";"35715";"5152";"5248";"13680";"13808";"26993";"27121";"31201";"31297";"35184";"35296";"40257";"40369";"4304";"4400";"21713";"21808";"44626";"44705";"44897";"44994";"45729";"45857";"0";"32";"641";"672";"3697";"3776";"4497";"4576";"4785";"4864";"6897";"7040";"12161";"12224";"18513";"18594";"20897";"21011";"21904";"22000";"22178";"22304";"23491";"23618";"23906";"23954";"24724";"24835";"25845";"25937";"26100";"26162";"28053";"28130";"29250";"29314";"30562";"30705";"32532";"32642";"34771";"34849";"45073";"45170";"6640";"6720";"12400";"12480";"18705";"18834";"17712";"17824";"5426";"5504";"6417";"6496";"18931";"19025";"20513";"20642";"22513";"22593";"23381";"23473";"27539";"27632";"30242";"30306";"35476";"35553";"35716";"35794";"45602";"45681";"47746";"47889";"39313";"39442";"11745";"11840";"24322";"24432";"29650";"29762";"45505";"45634";"46433";"46548";"13904";"14001";"19346";"19425";"22386";"22481";"30450";"30529";"33057";"33169";"2945";"3008";"6465";"6592";"20673";"20785";"21011";"21105";"22689";"22787";"23635";"23729";"25233";"25344";"39748";"39842";"40403";"40513";"44454";"44561";"12496";"12560";"12848";"12928";"13312";"13392";"13776";"13856";"14001";"14080";"17841";"17936";"19474";"19588";"25092";"25184";"33201";"33300";"34082";"34162";"39971";"40065";"40322";"40434";"44691";"44787";"47825";"47937";"3265";"3360";"19969";"20065";"24608";"24706";"29969";"30049";"31457";"31552";"33810";"33905";"23234";"23380";"25666";"25794";"32385";"32531";"3473";"3569";"5329";"5425";"5792";"5904";"6848";"6960";"8611";"8752";"13200";"13280";"17968";"18096";"20162";"20289";"21425";"21537";"22273";"22386";"22882";"23009";"24788";"24882";"27393";"27489";"30145";"30241";"30706";"30832";"31938";"32048";"33953";"34049";"34481";"34578";"35379";"35475";"35875";"35985";"43729";"43890";"45985";"46081";"47649";"47746";"144";"224";"738";"880";"4945";"5056";"8432";"8610";"18337";"18416";"19589";"19682";"24050";"24160";"24977";"25092";"26279";"26417";"29411";"29489";"33301";"33378";"34944";"35072";"47280";"47377";"321";"432";"5586";"5648";"13024";"13088";"20801";"20929";"21201";"21312";"22081";"22178";"31713";"31793";"39907";"39970";"43536";"43602";"44193";"44337";"2673";"2753";"3570";"3648";"5680";"5776";"11953";"12051";"18834";"18946";"23315";"23410";"25745";"25844";"31842";"31937";"32498";"32580";"39553";"39618";"46784";"46849";"47425";"47522";"32833";"32962";"45315";"45426"
"1";"3";"591";"685";"1086";"1181";"2493";"2605";"3582";"3661";"4046";"4109";"5693";"5774";"7055";"7134";"9103";"9213";"11199";"11293";"11950";"12030";"12623";"12734";"16430";"16542";"17502";"17581";"19071";"19182";"19629";"19727";"20705";"20783";"22254";"22430";"24126";"24221";"24605";"24685";"24990";"25086";"25951";"26047";"26462";"26526";"29151";"29262";"29917";"30029";"30911";"31037";"32141";"32237";"32686";"32782";"33453";"33549";"33725";"33823";"34605";"34719";"36094";"36174";"38989";"39085";"39902";"39981";"40334";"40445";"43278";"43390";"44564";"44639";"44958";"45037";"45965";"46045";"46398";"46477";"5517";"5517";"16191";"16191";"8334";"8334";"14301";"14301";"27887";"27887";"37709";"37709";"41965";"41965";"47517";"47517";"37950";"37950";"7597";"7597";"14557";"14557";"36719";"36719";"37437";"37437";"42479";"42479";"8767";"8767";"38077";"38077";"41662";"41662";"8656";"8656";"14686";"14686";"41486";"41486";"42269";"42269";"8078";"8078";"41234";"41234";"7870";"7870";"13839";"13839";"37151";"37151";"13597";"13597";"13341";"13341";"36944";"36944";"446";"590";"2301";"2461";"3422";"3597";"5325";"5485";"6653";"6797";"16670";"16830";"17389";"17533";"19330";"19454";"19537";"19678";"20446";"20622";"21921";"22077";"24895";"25054";"25839";"25984";"29757";"29901";"30882";"30992";"31268";"31422";"32031";"32173";"32960";"33119";"33581";"33773";"34335";"34509";"43789";"43933";"44127";"44272";"45198";"45357";"45629";"45821";"46157";"46301";"46912";"47069";"3325";"3453";"27549";"27629";"34239";"34335";"35645";"35726";"4574";"4654";"12110";"12222";"27072";"27183";"31167";"31267";"35181";"35293";"40061";"40173";"3725";"3806";"20877";"20973";"44382";"44477";"44655";"44752";"45533";"45661";"0";"45";"814";"894";"3134";"3213";"3903";"3999";"4190";"4253";"6417";"6542";"10813";"10894";"17886";"17949";"20094";"20222";"21069";"21150";"21357";"21486";"23822";"23902";"24303";"24366";"25216";"25326";"26334";"26445";"26590";"26670";"27709";"27805";"28861";"28941";"30654";"30781";"32494";"32655";"34814";"34893";"44829";"44910";"6125";"6223";"11007";"11090";"18109";"18205";"17038";"17133";"4833";"4927";"5853";"5965";"18382";"18478";"19777";"19904";"21681";"21757";"22800";"22926";"27405";"27485";"30397";"30461";"35501";"35565";"35741";"35821";"45421";"45517";"47086";"47197";"39150";"39246";"10414";"10525";"24815";"24910";"29597";"29709";"45309";"45453";"46253";"46350";"12334";"12461";"18685";"18781";"21555";"21630";"30574";"30654";"33171";"33245";"1886";"1966";"5933";"6061";"19887";"20001";"20238";"20336";"21825";"21920";"24015";"24093";"25741";"25855";"39567";"39646";"40206";"40334";"44273";"44349";"11092";"11166";"11437";"11518";"11855";"11934";"12189";"12286";"12445";"12541";"17166";"17261";"18846";"18943";"25581";"25661";"33277";"33373";"34080";"34158";"39792";"39869";"40125";"40237";"44462";"44562";"47149";"47277";"2733";"2845";"19232";"19329";"25071";"25167";"30142";"30221";"31519";"31598";"33823";"33919";"22557";"22686";"26175";"26301";"32365";"32478";"2909";"2989";"4767";"4832";"5229";"5357";"6351";"6465";"6765";"6877";"11759";"11838";"17309";"17421";"19423";"19565";"20589";"20686";"21455";"21553";"22047";"22157";"25278";"25374";"27309";"27389";"30269";"30365";"30766";"30881";"31953";"32079";"33999";"34080";"34479";"34589";"35405";"35485";"35889";"36000";"43709";"43822";"45789";"45885";"47025";"47133";"141";"238";"992";"1072";"4369";"4465";"6605";"6733";"17694";"17774";"18958";"19071";"24479";"24573";"25486";"25597";"26845";"26941";"29039";"29134";"33341";"33422";"35006";"35102";"46720";"46814";"335";"477";"5007";"5054";"11600";"11646";"20002";"20142";"20367";"20478";"21246";"21341";"31744";"31806";"39711";"39791";"43534";"43598";"44045";"44158";"1262";"1341";"3022";"3101";"5086";"5181";"10621";"10735";"18222";"18365";"22638";"22752";"26255";"26334";"31854";"31952";"32464";"32558";"39358";"39438";"46606";"46686";"46831";"46942";"32816";"33007";"45118";"45246"
"1";"4";"577";"654";"1072";"1150";"1613";"1726";"2560";"2654";"2927";"3005";"5071";"5166";"6782";"6861";"8783";"8877";"10141";"10253";"11021";"11084";"11886";"11965";"15006";"15101";"15789";"15855";"17214";"17325";"18045";"18173";"19118";"19197";"22030";"22173";"22974";"23133";"23487";"23582";"23823";"23918";"24847";"24925";"25296";"25406";"28303";"28414";"28606";"28718";"29550";"29645";"30701";"30813";"31261";"31420";"32045";"32157";"32302";"32412";"33533";"33628";"34973";"35084";"37869";"37965";"38909";"38989";"39341";"39437";"42541";"42653";"43933";"44012";"44349";"44413";"45229";"45325";"45645";"45757";"4927";"4927";"14799";"14799";"8046";"8046";"13358";"13358";"26734";"26734";"36509";"36509";"41485";"41485";"46701";"46701";"36733";"36733";"7279";"7279";"13614";"13614";"35566";"35566";"36253";"36253";"41965";"41965";"8397";"8397";"36845";"36845";"41245";"41245";"8317";"8317";"13757";"13757";"41069";"41069";"41757";"41757";"7824";"7824";"40749";"40749";"7532";"7532";"13070";"13070";"35997";"35997";"12909";"12909";"12654";"12654";"35757";"35757";"415";"576";"1534";"1709";"2382";"2559";"4302";"4462";"6399";"6574";"15214";"15362";"15677";"15855";"17759";"17901";"17997";"18157";"18862";"19005";"21790";"21917";"23728";"23901";"24720";"24862";"28543";"28668";"29487";"29629";"29823";"29981";"30541";"30701";"31565";"31725";"32205";"32333";"33118";"33245";"43053";"43213";"43388";"43532";"44541";"44717";"44988";"45132";"45405";"45565";"46189";"46365";"2303";"2430";"26271";"26366";"32989";"33117";"34604";"34669";"3439";"3534";"11405";"11549";"25823";"25933";"29727";"29838";"34125";"34253";"39069";"39196";"2687";"2798";"19310";"19389";"43726";"43837";"44045";"44157";"44878";"45052";"0";"63";"799";"862";"2142";"2222";"2863";"2958";"3087";"3134";"6145";"6254";"9757";"9821";"16126";"16189";"18493";"18605";"19454";"19549";"21006";"21149";"22671";"22877";"23165";"23246";"24061";"24205";"25183";"25358";"25455";"25566";"26477";"26589";"28015";"28095";"29278";"29405";"31053";"31165";"33725";"33804";"44253";"44349";"5853";"5918";"9949";"10029";"16254";"16364";"15362";"15517";"3773";"3853";"5583";"5726";"16413";"16493";"18189";"18300";"21469";"21549";"22526";"22621";"26142";"26190";"28991";"29054";"34445";"34525";"34685";"34765";"44765";"44845";"46397";"46524";"38045";"38157";"9390";"9501";"23637";"23758";"28431";"28606";"44637";"44781";"45534";"45629";"11613";"11660";"16605";"16701";"21293";"21389";"29150";"29245";"31741";"31837";"1423";"1502";"5695";"5790";"18284";"18364";"18637";"18734";"21661";"21790";"22813";"22925";"24591";"24783";"38493";"38589";"39245";"39357";"43549";"43644";"10045";"10108";"10461";"10604";"10909";"10972";"11469";"11613";"11677";"11773";"15453";"15549";"16814";"16909";"24461";"24526";"31869";"31997";"32893";"32957";"38782";"38845";"39149";"39293";"43838";"43869";"46461";"46573";"1726";"1837";"17693";"17789";"23934";"24045";"28735";"28830";"29996";"30093";"32461";"32541";"22380";"22509";"25007";"25134";"30893";"31021";"1919";"2016";"3647";"3710";"4207";"4334";"6047";"6206";"6527";"6622";"10797";"10908";"15565";"15693";"17886";"18013";"18974";"19069";"21133";"21229";"21885";"21965";"24159";"24268";"26045";"26109";"28893";"28973";"29373";"29486";"30445";"30557";"32733";"32829";"33341";"33484";"34365";"34428";"34798";"34892";"42973";"43101";"45101";"45213";"46317";"46413";"127";"254";"959";"1072";"3215";"3326";"6350";"6478";"15948";"16029";"16974";"17117";"23343";"23457";"24349";"24526";"25647";"25742";"28175";"28286";"31997";"32060";"33917";"34028";"46029";"46125";"335";"463";"3982";"4062";"10637";"10685";"18381";"18525";"18766";"18877";"20861";"21006";"30253";"30317";"38717";"38782";"42829";"42877";"43293";"43421";"1231";"1279";"2016";"2078";"4079";"4158";"9582";"9677";"16349";"16429";"22446";"22557";"25087";"25166";"30333";"30413";"31005";"31085";"38269";"38365";"45837";"45932";"46093";"46173";"31501";"31597";"44477";"44589"
"1";"5";"545";"624";"944";"1056";"1520";"1648";"2593";"2689";"3041";"3153";"4624";"4719";"5809";"5905";"7888";"7967";"9474";"9552";"10289";"10383";"11025";"11121";"14289";"14384";"15183";"15280";"16800";"16928";"17425";"17536";"19441";"19520";"20943";"21055";"21762";"21889";"22191";"22256";"22515";"22640";"23538";"23632";"24003";"24080";"26769";"26864";"27137";"27247";"28113";"28208";"29265";"29344";"29874";"29968";"30562";"30672";"30817";"30928";"31731";"31823";"33137";"33233";"36769";"36848";"37727";"37791";"38113";"38240";"40960";"41072";"42656";"42735";"43087";"43186";"44977";"45074";"45585";"45664";"4464";"4464";"14097";"14097";"7187";"7187";"12434";"12434";"25361";"25361";"35104";"35104";"39679";"39679";"46833";"46833";"35713";"35713";"6368";"6368";"12657";"12657";"33553";"33553";"34247";"34247";"40561";"40561";"7537";"7537";"35889";"35889";"39412";"39412";"7458";"7458";"12848";"12848";"39297";"39297";"40337";"40337";"6961";"6961";"39088";"39088";"6721";"6721";"12147";"12147";"33921";"33921";"11969";"11969";"11711";"11711";"33761";"33761";"432";"560";"1377";"1567";"2433";"2608";"4271";"4447";"5457";"5600";"14498";"14624";"15057";"15199";"17124";"17264";"17329";"17488";"19169";"19328";"20723";"20864";"22401";"22592";"23379";"23552";"27057";"27215";"27985";"28144";"28385";"28545";"29121";"29265";"30113";"30272";"30704";"30864";"31458";"31618";"41744";"41904";"42241";"42384";"44097";"44258";"44546";"44752";"45233";"45378";"46321";"46480";"2369";"2480";"25009";"25103";"31376";"31458";"32737";"32816";"3552";"3680";"10464";"10575";"24530";"24641";"28305";"28400";"32321";"32416";"37856";"37999";"2737";"2832";"19584";"19663";"42513";"42607";"42767";"42863";"44467";"44577";"0";"64";"688";"768";"2175";"2255";"2931";"3026";"3203";"3280";"5247";"5392";"8913";"9008";"15618";"15696";"18771";"18959";"19745";"19841";"20049";"20192";"21395";"21536";"21890";"21968";"22753";"22880";"23874";"24002";"24128";"24208";"25201";"25312";"26465";"26528";"27793";"27936";"29744";"29873";"31905";"32000";"42960";"43071";"4993";"5056";"9249";"9312";"15825";"15920";"14703";"14800";"3873";"3936";"4817";"4896";"16066";"16176";"17586";"17696";"20417";"20497";"21281";"21394";"24865";"24960";"27537";"27616";"32611";"32672";"32833";"32896";"44369";"44466";"46515";"46626";"36928";"37039";"8447";"8560";"22337";"22448";"26945";"27057";"44259";"44401";"45379";"45489";"10704";"10815";"16385";"16480";"20241";"20352";"27730";"27824";"30224";"30319";"1265";"1344";"4881";"4960";"18416";"18512";"18944";"19056";"20609";"20722";"21569";"21632";"23265";"23378";"37344";"37440";"38015";"38128";"42370";"42448";"9344";"9392";"9713";"9776";"10129";"10192";"10592";"10687";"10847";"10928";"14817";"14928";"16561";"16640";"23104";"23185";"30368";"30447";"31219";"31295";"37601";"37679";"37919";"38047";"42592";"42687";"46561";"46672";"1680";"1777";"17040";"17123";"22625";"22721";"27264";"27360";"28624";"28720";"30960";"31039";"21119";"21264";"23713";"23856";"29553";"29696";"1921";"2034";"3793";"3856";"4209";"4287";"5185";"5312";"5536";"5648";"10032";"10112";"14961";"15089";"17233";"17360";"19297";"19408";"20161";"20256";"20817";"20927";"22833";"22945";"24736";"24816";"27442";"27552";"27905";"28016";"29058";"29169";"31121";"31219";"31619";"31730";"32513";"32576";"32961";"33040";"41361";"41552";"44722";"44865";"46449";"46545";"159";"256";"849";"960";"3377";"3488";"5443";"5488";"15377";"15456";"16672";"16783";"22065";"22175";"23040";"23152";"24337";"24448";"26625";"26719";"30480";"30562";"32145";"32240";"46129";"46209";"338";"447";"4017";"4084";"9889";"9936";"18627";"18771";"19105";"19184";"19954";"20064";"28849";"28928";"37537";"37601";"41200";"41264";"42129";"42256";"1089";"1152";"2035";"2114";"4084";"4176";"8658";"8752";"15906";"16032";"21203";"21313";"23793";"23888";"28977";"29058";"29633";"29728";"37154";"37232";"45873";"45968";"46209";"46304";"30017";"30128";"43968";"44112"
